subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70
DL-ec-19,1995-05-03,2015-04-20,19.96,Crowned lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-2,1984-05-29,2011-10-24,27.40,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,7,,,,,,,,,,,,0,,,,,,57,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-20,1995-05-03,2014-06-03,19.08,Crowned lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,7,,,,,,,0,0,0,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-21,1996-05-01,2007-07-14,11.20,Crowned lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,3,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-22,2002-04-15,,,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-3,1987-05-01,2013-10-29,26.49,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,7,,,,,,,,0,0,,,0,,,57,,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-4,1990-04-11,2014-02-25,23.87,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,6,,,,,,,,,,,,0,0,,,,59,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-5,1991-05-21,2005-10-31,14.44,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,5,,,0,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-6,1991-06-04,2008-05-29,16.99,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,,0,,,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-7,1992-04-06,1999-01-22,6.79,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,2,,,,660,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-8,1994-05-30,2018-02-10,23.70,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-9,1995-04-30,2019-12-12,24.62,Crowned lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,,,108,,0,,,68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-1,1974-04-09,1997-09-28,23.47,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,2,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-10,1991-06-13,2016-04-12,24.83,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-11,1991-06-17,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-12,1992-03-26,2005-04-04,13.02,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,2,,,0,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-13,1971-05-04,1997-12-05,26.59,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-14,1994-06-15,2020-04-16,25.84,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-15,1991-06-15,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-16,1995-04-09,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,2,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-17,1995-05-26,2014-11-26,19.50,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,6,,,,,,,,0,26,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-19,1997-03-21,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,5,,,,0,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-2,1982-09-01,1995-02-22,12.47,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-20,1997-06-11,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,10,,,,,0,,,0,,36.5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-21,2006-06-02,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,5,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-22,1976-05-15,2007-02-14,30.75,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,5,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-23,1982-09-01,2012-12-14,30.29,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,8,,,,,,,,,,,,,0,,,,,,,0,0,,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-24,1983-11-17,2017-07-14,33.66,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-26,1985-06-21,2003-11-22,18.42,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,2,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-27,1986-04-04,2017-01-30,30.82,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,3,,,,,,,60,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-3,1984-10-15,2011-06-18,26.67,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,9,,,,,,,,,,,0,,,,,,,0,36,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-30,1990-03-19,2020-05-03,30.12,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,11,,,,,0,,,,,,,,0,,0,,0,,,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-31,1990-06-17,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,9,,,,0,,,,,,,,,,,,0,,0,,0,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-32,1991-05-10,2012-11-14,21.51,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,5,0,,,0,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-33,1993-04-11,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,6,,0,,,,,,,,0,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-34,1993-05-11,2020-03-20,26.86,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,5,,0,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-35,1995-05-19,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-37,1996-04-22,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,5,,,,,,0,,0,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-38,1997-04-18,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,6,,,,,,,,0,,0,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-39,1997-06-26,2017-04-05,19.77,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,13,,,,,,0,,0,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-4,1986-04-04,2018-05-21,32.13,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,5,,,,,,,,,0,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-40,1988-04-15,2018-08-11,30.32,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,7,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-41,1984-04-12,1995-12-24,11.70,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-43,1988-04-15,2019-02-08,30.81,Mongoose Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-5,1986-05-20,2015-12-14,29.57,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,6,,,,,,,,,0,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-6,1988-04-02,2001-01-10,12.77,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-7,1988-05-06,1998-11-30,10.57,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-8,1987-05-13,2014-10-04,27.39,Mongoose Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,8,,,,,,,,0,,,,,,,0,0,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-1,1988-04-21,,,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,10,,,,,,,,0,0,,,,,,,,,,,0,0,,,0,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-10,1992-05-25,2006-12-15,14.56,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,3,,,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-11,1993-09-10,2010-04-29,16.64,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,6,,0,,0,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-2,1990-03-01,2015-08-25,25.48,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,7,,,,0,0,0,,,,,,,,,,0,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-3,1992-04-21,2005-07-09,13.22,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,2,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-4,1994-06-03,2016-10-03,22.33,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,3,,136,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-5,1995-04-07,2015-06-16,20.19,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,6,,,,,,,,,0,0,0,,,0,,97,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-6,1986-06-12,2015-09-08,29.24,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,9,,,,,,,,0,0,,,,0,,,,0,0,,0,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-7,1988-04-21,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,,,0,0,,,,,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-8,1991-04-30,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-9,1992-04-29,2018-08-17,26.30,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,10,,,,0,,,,,,,0,,0,0,0,,0,,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-1,1980-05-18,2014-12-10,34.56,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,6,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-2,1988-07-11,2015-12-07,27.41,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Basophils-Abs,6,,,,,,,,,,,,,,,0,205,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-4,1982-05-29,2003-07-02,21.09,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,3,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-5,1983-06-02,2006-03-11,22.77,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Basophils-Abs,4,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
