subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70
DL-Dm-15,1998-01-06,,,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,7,,,,12744,,,,7493,,,8052,,6384,,12600,,,6288,,,,9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-16,2001-07-30,,,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,7,,,,3430,,5719,2680,,4257,,5762,,,,3770,5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-17,2001-09-05,,,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,2,,,,3556,,,4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-18,2003-10-14,,,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,7,,,4766.5,,,3379,,,6052,,,,3780,2565.1,,3556.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-19,2004-09-10,,,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,2,,4620,,,,5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-2,1992-10-23,1998-02-05,5.29,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,7,1250,3645,3770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-20,2005-09-05,2016-10-26,11.14,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,7,,2834,8160,,,3276,,2695,,6068,4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-21,2005-12-30,,,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,4,2860,,5096,4018,,,,,,,,,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-22,2007-08-21,,,Aye-aye,Female,Mixed,Inside,Chow,Neutrophil-Seg-Abs,4,2744,,,2860,,5002,,6655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-3,1994-06-05,2016-10-25,22.39,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,16,3168,2679.5,,8512,,,,,4446,,,,,3381,,,,,,4224,,4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-4,1994-08-25,,,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,15,2671,4748.5,6030,,,,,,6636,,,7350,16598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-5,1998-02-08,2008-11-13,10.76,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,5,,3735,,3440,,,3600,,4824,,4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-6,1998-06-16,,,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,7,,2120,2664,2920,,,2816,,3090,5424,,,,,,,,,,,,5437.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-7,2001-01-07,,,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,3,,,4968,,,,,,5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-8,2001-10-25,2015-01-19,13.24,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,3,,,,1512,,6768,3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-Dm-9,2003-09-26,2016-03-29,12.51,Aye-aye,Male,Mixed,Inside,Chow,Neutrophil-Seg-Abs,4,,,5304,,5310.5,,,,,,,,5698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-1,1977-07-18,2003-04-11,25.73,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,,,,,,,,,,,6858,2679,,,,,,3600,2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-10,1996-05-01,2019-09-24,23.40,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-11,1980-04-28,1997-02-23,16.82,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-12,1988-05-18,2001-01-31,12.70,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-13,1989-04-17,2004-12-07,15.64,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,10434,3944,,,,,,3776,2015,,2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-14,1990-04-18,2019-12-20,29.67,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,1548,,,,,,,2000,3290,,,,,,,8680,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-15,1991-05-13,1997-09-14,6.34,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,360,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-16,1992-04-06,2018-10-25,26.55,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,966,,,,,,3552,,2040,,,2250,,3685,,,4278,,,3268,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-17,1992-05-15,2017-10-30,25.46,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,2117,2654.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-18,1994-05-05,2019-02-01,24.74,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,1888,5187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-19,1995-05-03,2015-04-20,19.96,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-2,1984-05-29,2011-10-24,27.40,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,7,,,,,,,,,,,,2835,,,,,,2793,,,,1984,,,,3526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-20,1995-05-03,2014-06-03,19.08,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,7,,,,,,,2760,2754,2726,,,5394,2867,,8357,,,6612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-21,1996-05-01,2007-07-14,11.20,Crowned lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,,2788,,1530,,,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-22,2002-04-15,,,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,,,6930,,1911,,5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-3,1987-05-01,2013-10-29,26.49,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,7,,,,,,,,2970,2418,,,2460,,,4446,,2765,,,,,2268,,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-4,1990-04-11,2014-02-25,23.87,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,,,,2880,2754,,,,4366,,4331,7866,,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-5,1991-05-21,2005-10-31,14.44,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,6624,,1672,,,,,,,3384,4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-6,1991-06-04,2008-05-29,16.99,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,3330,,,,,,8432,6254,,,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-7,1992-04-06,1999-01-22,6.79,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,1848,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-8,1994-05-30,2018-02-10,23.70,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,464,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ec-9,1995-04-30,2019-12-12,24.62,Crowned lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,3996,,1802,,,5100,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-1,1974-04-09,1997-09-28,23.47,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,,,,,,,,,,,,,3075,3920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-10,1991-06-13,2016-04-12,24.83,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-11,1991-06-17,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-12,1992-03-26,2005-04-04,13.02,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,5292,,,,,,,,,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-13,1971-05-04,1997-12-05,26.59,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,,,,,,,,,,,,,5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-14,1994-06-15,2020-04-16,25.84,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-15,1991-06-15,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,4840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-16,1995-04-09,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,,,1566,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-17,1995-05-26,2014-11-26,19.50,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,3588,2028,,,2665,6204,,6510,,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-19,1997-03-21,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,5192,,,6572,,,3339,3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-2,1982-09-01,1995-02-22,12.47,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,7954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-20,1997-06-11,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,10,,,,,2919.5,,,1961,,2761.5,5673,,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-21,2006-06-02,,,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,2188,3850,,1984,,,2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-22,1976-05-15,2007-02-14,30.75,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,,,,,,,,,,,,,,3648,,,,,,3528,,3168,,3304,,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-23,1982-09-01,2012-12-14,30.29,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,,,,,,,,,,5538,,,,,,,2090,5372,,,,2528,3234,,3345.5,,,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-24,1983-11-17,2017-07-14,33.66,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,,,1980,,,,,,,,,1922,,792,,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-26,1985-06-21,2003-11-22,18.42,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,2,,,,,,,,,,2300,,,,,,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-27,1986-04-04,2017-01-30,30.82,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,,,,,4080,,1968,,,,2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-3,1984-10-15,2011-06-18,26.67,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,9,,,,,,,,,,,3648,,,,,,,1870,2520,,,,1425,1804.5,2295,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-30,1990-03-19,2020-05-03,30.12,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,11,,,,,2400,,,,,,,,1254,,1560,,1890,,,1394,2300,,1428,,2401,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-31,1990-06-17,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,9,,,,587,,,,,,,,,,,,1672,,2272,,1415,,1170,,,2346,,,,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-32,1991-05-10,2012-11-14,21.51,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,4816,,,1650,,,,,,,,1862,2736,,,,2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-33,1993-04-11,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,2409,,,,,,,,1872,,1288,,1634,,2623,3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-34,1993-05-11,2020-03-20,26.86,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,2852,,,,,,,1785,,2940,,1196,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-35,1995-05-19,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,4,,,,,,,,3366,,4284,3630,,3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-37,1996-04-22,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,1750,,1558,,,500,,2304,,,,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-38,1997-04-18,,,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,3360,,2050,,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-39,1997-06-26,2017-04-05,19.77,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,13,,,,,,1892,,1672,,1768,,,2585,,,,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-4,1986-04-04,2018-05-21,32.13,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,5,,,,,,,,,3588,,,,,,,,3250,,,,2080,,,3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-40,1988-04-15,2018-08-11,30.32,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,7,,,,,,,,,,,,,,,2184,3392,,,2420,,3186,3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-41,1984-04-12,1995-12-24,11.70,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,,,,,,3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-43,1988-04-15,2019-02-08,30.81,Mongoose Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,,2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-5,1986-05-20,2015-12-14,29.57,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,,,,,,,,1536,,,,,,,,2420,,2040,,2726,2576,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-6,1988-04-02,2001-01-10,12.77,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-7,1988-05-06,1998-11-30,10.57,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,1,,,,,2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-8,1987-05-13,2014-10-04,27.39,Mongoose Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,8,,,,,,,,2070,,,,,,,5124,1450,,,,2050,,1665,,1600,,2226,,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-1,1988-04-21,,,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,10,,,,,,,,2170,2006,,,,,,,,,,,4579,6831,,,8960,,5032,,5320,,5074,6392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-10,1992-05-25,2006-12-15,14.56,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,3,,,3915,2387.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-11,1993-09-10,2010-04-29,16.64,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Neutrophil-Seg-Abs,6,,1829,,4046,,1988,,,1196,,,,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
